resp,fqweight,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
3243,0.771679103374481,rural,south west,16,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
3244,0.184424161911011,rural,karamoja,25,never attended,widow or widower,0,0.45,-1.4984059699498786
3245,1.51590502262115,rural,eastern,8,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3246,1.32109415531158,rural,north,14,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3247,0.97249847650528,rural,eastern,9,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3248,1.96849310398102,rural,central 1,14,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3249,1.10343849658966,rural,south west,30,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3250,0.981557369232178,rural,north,17,primary/middle school,currently married,0,0.475,-1.0409124148359898
3251,2.6398618221283,rural,central 1,12,tertiary/post-secondary,never married,0,0.54,0.14857082846012368
3252,1.2955139875412,urban,central 1,11,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3253,0.569035053253174,urban,east central,8,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3254,1.42624497413635,rural,central 1,13,primary/middle school,currently living with partner,1,0.54,0.14857082846012368
3255,0.785676836967468,rural,western,33,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3256,0.227233305573463,rural,karamoja,35,never attended,currently living with partner,0,0.45,-1.4984059699498786
3257,1.00986623764038,rural,east central,18,primary/middle school,currently married,0,0.53,-0.03442659358543225
3258,0.356312274932861,urban,kampala,17,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3259,1.18687474727631,rural,south west,19,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3260,0.693341016769409,rural,east central,10,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3261,2.90652441978455,rural,central 2,13,secondary/post-primary,divorced or separated,0,0.586,0.990358969869679
3262,0.569035053253174,urban,east central,36,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
3263,0.806391000747681,rural,central 1,27,primary/middle school,divorced or separated,1,0.54,0.14857082846012368
3264,0.693341016769409,rural,east central,35,primary/middle school,currently married,0,0.53,-0.03442659358543225
3265,1.08436417579651,rural,eastern,16,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3266,1.10343849658966,rural,south west,36,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
3267,1.10726463794708,rural,west nile,12,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
3268,1.27590298652649,rural,central 2,31,primary/middle school,currently married,0,0.586,0.990358969869679
3269,0.783331871032715,rural,east central,36,primary/middle school,currently married,0,0.53,-0.03442659358543225
3270,2.01047205924988,rural,eastern,9,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3271,0.455407708883286,urban,kampala,28,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3272,0.981557369232178,rural,north,30,tertiary/post-secondary,currently married,0,0.475,-1.0409124148359898
3273,0.715515851974487,rural,east central,23,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
3274,0.875412702560425,rural,western,9,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3275,2.6398618221283,rural,central 1,22,primary/middle school,currently married,0,0.54,0.14857082846012368
3276,0.652295649051666,rural,north,15,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3277,0.732630848884583,rural,north,34,primary/middle school,widow or widower,0,0.475,-1.0409124148359898
3278,1.27590298652649,rural,central 2,11,primary/middle school,never married,0,0.586,0.990358969869679
3279,0.743305802345276,urban,east central,27,secondary/post-primary,currently living with partner,1,0.53,-0.03442659358543225
3280,0.320326715707779,urban,karamoja,11,never attended,currently living with partner,0,0.45,-1.4984059699498786
3281,1.73442399501801,rural,eastern,17,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3282,0.774413764476776,urban,kampala,31,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3283,0.963616847991943,rural,south west,21,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3284,0.813002467155457,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
3285,0.393813788890839,urban,kampala,39,secondary/post-primary,widow or widower,1,0.639,1.9602453067111254
3286,0.735556721687317,rural,south west,15,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3287,1.2542210817337,rural,eastern,13,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3288,1.08436417579651,rural,eastern,28,never attended,currently living with partner,0,0.526,-0.10762556240365462
3289,0.768798232078552,rural,central 2,11,primary/middle school,currently living with partner,1,0.586,0.990358969869679
3290,1.51590502262115,rural,eastern,20,primary/middle school,currently married,0,0.526,-0.10762556240365462
3291,0.880152344703674,rural,north,25,primary/middle school,widow or widower,0,0.475,-1.0409124148359898
3292,0,urban,central 1,39,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3293,0.663531422615051,rural,north,24,primary/middle school,currently married,0,0.475,-1.0409124148359898
3294,0.743305802345276,urban,east central,32,secondary/post-primary,currently living with partner,1,0.53,-0.03442659358543225
3295,1.32109415531158,rural,north,18,primary/middle school,currently married,1,0.475,-1.0409124148359898
3296,1.74646699428558,rural,western,24,primary/middle school,divorced or separated,1,0.499,-0.6017186019266556
3297,1.10726463794708,rural,west nile,23,primary/middle school,currently married,0,0.486,-0.8396152505858784
3298,1.00986623764038,rural,east central,10,secondary/post-primary,currently married,1,0.53,-0.03442659358543225
3299,0.562493979930878,rural,east central,21,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3300,0.21186837553978,urban,kampala,25,primary/middle school,never married,0,0.639,1.9602453067111254
3301,1.27499651908875,rural,central 2,33,primary/middle school,divorced or separated,1,0.586,0.990358969869679
3302,0.756367683410645,urban,south west,9,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3303,1.10726463794708,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
3304,0.783331871032715,rural,east central,12,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3305,1.08436417579651,rural,eastern,19,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3306,0.71438992023468,rural,south west,36,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3307,0.783331871032715,rural,east central,17,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3308,0.267083436250687,urban,kampala,23,tertiary/post-secondary,currently living with partner,0,0.639,1.9602453067111254
3309,1.10726463794708,rural,west nile,16,primary/middle school,currently married,0,0.486,-0.8396152505858784
3310,3.63818645477295,urban,western,15,tertiary/post-secondary,currently living with partner,0,0.499,-0.6017186019266556
3311,1.96849310398102,rural,central 1,13,tertiary/post-secondary,currently living with partner,0,0.54,0.14857082846012368
3312,1.51590502262115,rural,eastern,40,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3313,0.562493979930878,rural,east central,21,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3314,1.91893446445465,rural,western,17,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
3315,1.27649021148682,rural,eastern,9,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3316,0.515802502632141,rural,east central,16,primary/middle school,divorced or separated,1,0.53,-0.03442659358543225
3317,0.624094724655151,rural,south west,25,never attended,currently living with partner,0,0.518,-0.2540235000400994
3318,1.51590502262115,rural,eastern,12,primary/middle school,currently married,1,0.526,-0.10762556240365462
3319,0.688387393951416,rural,south west,10,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3320,1.26523149013519,urban,central 2,22,primary/middle school,currently living with partner,1,0.586,0.990358969869679
3321,0.521850943565369,urban,kampala,28,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3322,1.08199954032898,rural,east central,21,primary/middle school,currently married,0,0.53,-0.03442659358543225
3323,0.708830237388611,rural,north,14,primary/middle school,currently married,0,0.475,-1.0409124148359898
3324,0.735556721687317,rural,south west,25,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3325,1.18687474727631,rural,south west,38,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3326,0.743071973323822,urban,eastern,22,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3327,0.756367683410645,urban,south west,39,never attended,currently married,0,0.518,-0.2540235000400994
3328,0.868455708026886,rural,north,27,secondary/post-primary,currently married,0,0.475,-1.0409124148359898
3329,0.371642619371414,rural,karamoja,37,never attended,currently married,0,0.45,-1.4984059699498786
3330,0.743305802345276,urban,east central,6,secondary/post-primary,never married,0,0.53,-0.03442659358543225
3331,0.806391000747681,rural,central 1,23,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3332,0.624094724655151,rural,south west,17,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3333,0.227233305573463,rural,karamoja,26,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
3334,1.2542210817337,rural,eastern,32,never attended,currently married,0,0.526,-0.10762556240365462
3335,1.04114174842834,rural,western,15,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
3336,0.708830237388611,rural,north,23,primary/middle school,currently married,0,0.475,-1.0409124148359898
3337,2.40215873718262,rural,western,17,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3338,0.21186837553978,urban,kampala,14,tertiary/post-secondary,divorced or separated,0,0.639,1.9602453067111254
3339,0.459849834442139,rural,east central,16,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3340,1.62227714061737,rural,eastern,14,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3341,0.184424161911011,rural,karamoja,26,never attended,currently married,0,0.45,-1.4984059699498786
3342,0.774413764476776,urban,kampala,14,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3343,0.813002467155457,rural,west nile,26,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
3344,0.708830237388611,rural,north,32,primary/middle school,currently married,0,0.475,-1.0409124148359898
3345,0.327350169420242,urban,kampala,33,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3346,1.07834649085999,rural,west nile,21,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
3347,0.184424161911011,rural,karamoja,28,never attended,currently married,0,0.45,-1.4984059699498786
3348,1.14116489887238,rural,central 2,19,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3349,0.67438161373138406,rural,north,9,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3350,0.806391000747681,rural,central 1,29,secondary/post-primary,never married,0,0.54,0.14857082846012368
3351,2.20405745506287,rural,eastern,21,primary/middle school,currently living with partner,1,0.526,-0.10762556240365462
