gender,state,vote_biden,age_group,education_level,stateicp
male,NY,1,age_60_or_more,Grad degree,new york
male,KY,1,age_60_or_more,High school or less,kentucky
female,OH,1,age_45-59,Some post sec,ohio
male,AR,0,age_45-59,Post sec +,arkansas
male,CO,1,age_60_or_more,Post sec +,colorado
male,MO,0,age_60_or_more,Some post sec,missouri
female,TX,1,age_30-44,Post sec +,texas
male,FL,0,age_30-44,Grad degree,florida
male,CA,1,age_60_or_more,Post sec +,california
male,DE,1,age_45-59,Post sec +,delaware
male,CA,1,age_60_or_more,Some post sec,california
male,TX,0,age_30-44,High school or less,texas
male,OH,0,age_60_or_more,Some post sec,ohio
male,MD,0,age_60_or_more,Some post sec,maryland
female,NY,1,age_30-44,Post sec +,new york
male,CA,1,age_60_or_more,High school or less,california
male,GA,0,age_60_or_more,Some post sec,georgia
female,TX,0,age_45-59,Post sec +,texas
male,CO,0,age_60_or_more,Post sec +,colorado
male,IN,0,age_60_or_more,Post sec +,indiana
male,KY,0,age_60_or_more,Some post sec,kentucky
male,NY,1,age_18-29,Post sec +,new york
male,FL,1,age_30-44,Grad degree,florida
male,WI,0,age_45-59,Some post sec,wisconsin
male,CA,1,age_60_or_more,Some post sec,california
male,NY,0,age_30-44,Post sec +,new york
male,CA,1,age_60_or_more,Post sec +,california
male,TX,0,age_18-29,Post sec +,texas
male,AZ,0,age_60_or_more,Post sec +,arizona
female,PA,0,age_45-59,High school or less,pennsylvania
female,IL,1,age_45-59,Post sec +,illinois
male,NJ,0,age_30-44,Post sec +,new jersey
male,FL,0,age_60_or_more,Post sec +,florida
male,NY,1,age_30-44,Post sec +,new york
male,IL,0,age_30-44,High school or less,illinois
male,FL,1,age_30-44,Some post sec,florida
male,TX,1,age_30-44,Post sec +,texas
female,NJ,1,age_18-29,Grad degree,new jersey
male,CA,1,age_18-29,Some post sec,california
female,TX,1,age_18-29,High school or less,texas
female,KY,0,age_45-59,Post sec +,kentucky
male,PA,0,age_30-44,Grad degree,pennsylvania
female,AL,0,age_30-44,High school or less,alabama
male,CA,1,age_30-44,Some post sec,california
female,MO,1,age_18-29,High school or less,missouri
female,TN,0,age_45-59,High school or less,tennessee
male,ME,0,age_45-59,Some post sec,maine
female,DE,1,age_30-44,Some post sec,delaware
female,MS,0,age_60_or_more,High school or less,mississippi
female,FL,1,age_18-29,Post sec +,florida
female,WI,1,age_30-44,Post sec +,wisconsin
male,TN,0,age_45-59,Post sec +,tennessee
female,NV,1,age_45-59,Some post sec,nevada
female,FL,0,age_60_or_more,High school or less,florida
male,OK,1,age_30-44,Some post sec,oklahoma
male,WI,0,age_45-59,High school or less,wisconsin
female,VA,1,age_30-44,Post sec +,virginia
female,FL,0,age_45-59,Post sec +,florida
male,OH,0,age_60_or_more,Post sec +,ohio
female,WI,0,age_30-44,Post sec +,wisconsin
male,OH,1,age_45-59,Some post sec,ohio
female,IL,0,age_45-59,Some post sec,illinois
male,KS,1,age_30-44,Some post sec,kansas
female,NM,0,age_45-59,Post sec +,new mexico
female,SC,0,age_60_or_more,Post sec +,south carolina
female,MS,0,age_60_or_more,High school or less,mississippi
female,TX,1,age_60_or_more,Grad degree,texas
female,FL,0,age_30-44,Some post sec,florida
male,IA,1,age_18-29,High school or less,iowa
female,AK,0,age_18-29,Some post sec,alaska
female,FL,1,age_60_or_more,Post sec +,florida
male,OK,0,age_30-44,Post sec +,oklahoma
male,WA,0,age_45-59,High school or less,washington
female,ID,1,age_60_or_more,High school or less,idaho
female,MI,0,age_60_or_more,High school or less,michigan
male,CA,1,age_18-29,Post sec +,california
female,CO,0,age_45-59,Some post sec,colorado
male,GA,1,age_30-44,Post sec +,georgia
male,CA,0,age_30-44,Post sec +,california
male,OH,1,age_30-44,Post sec +,ohio
female,GA,1,age_60_or_more,Some post sec,georgia
male,NY,0,age_60_or_more,Post sec +,new york
male,NH,1,age_30-44,Post sec +,new hampshire
male,ID,0,age_60_or_more,Some post sec,idaho
female,CA,1,age_45-59,Post sec +,california
male,IA,0,age_60_or_more,High school or less,iowa
male,IL,1,age_30-44,Post sec +,illinois
male,AR,0,age_45-59,Post sec +,arkansas
male,VA,1,age_30-44,Post sec +,virginia
male,PA,1,age_18-29,High school or less,pennsylvania
female,CA,1,age_60_or_more,Some post sec,california
male,OH,1,age_45-59,High school or less,ohio
male,CA,0,age_30-44,High school or less,california
female,AZ,1,age_60_or_more,High school or less,arizona
male,KS,0,age_30-44,Post sec +,kansas
male,WA,1,age_60_or_more,Post sec +,washington
female,MA,1,age_60_or_more,Some post sec,massachusetts
male,NJ,0,age_60_or_more,Post sec +,new jersey
male,CA,0,age_30-44,Grad degree,california
male,OR,0,age_60_or_more,Some post sec,oregon
female,FL,0,age_60_or_more,Post sec +,florida
male,NY,0,age_30-44,Grad degree,new york
male,AZ,0,age_60_or_more,High school or less,arizona
female,NC,1,age_18-29,Post sec +,north carolina
female,PA,1,age_30-44,Grad degree,pennsylvania
female,CA,1,age_60_or_more,Post sec +,california
male,IL,0,age_60_or_more,Some post sec,illinois
male,VA,1,age_45-59,Post sec +,virginia
male,NY,1,age_30-44,Grad degree,new york
female,NY,0,age_30-44,Grad degree,new york
male,IL,0,age_18-29,Grad degree,illinois
male,GA,1,age_18-29,High school or less,georgia
male,NV,1,age_45-59,Post sec +,nevada
female,KY,0,age_60_or_more,High school or less,kentucky
female,NC,1,age_45-59,High school or less,north carolina
male,MN,0,age_60_or_more,Some post sec,minnesota
male,MN,0,age_60_or_more,Post sec +,minnesota
female,NJ,1,age_30-44,Post sec +,new jersey
female,TN,1,age_18-29,Post sec +,tennessee
female,AZ,1,age_60_or_more,Post sec +,arizona
female,MS,1,age_30-44,High school or less,mississippi
female,PA,1,age_60_or_more,Some post sec,pennsylvania
male,PA,0,age_30-44,High school or less,pennsylvania
female,FL,1,age_30-44,Grad degree,florida
female,IL,1,age_18-29,Post sec +,illinois
female,MI,1,age_45-59,Post sec +,michigan
male,NY,0,age_30-44,Post sec +,new york
female,MI,0,age_60_or_more,High school or less,michigan
female,TX,1,age_30-44,Post sec +,texas
female,OH,0,age_60_or_more,High school or less,ohio
male,CO,0,age_60_or_more,Some post sec,colorado
male,CA,0,age_30-44,Post sec +,california
male,AL,1,age_60_or_more,Some post sec,alabama
male,AZ,0,age_60_or_more,Post sec +,arizona
male,LA,1,age_30-44,Post sec +,louisiana
female,LA,0,age_45-59,Post sec +,louisiana
female,FL,1,age_18-29,Post sec +,florida
male,NV,0,age_30-44,High school or less,nevada
female,CA,1,age_30-44,Some post sec,california
female,FL,0,age_45-59,High school or less,florida
female,IL,1,age_18-29,Post sec +,illinois
female,SC,0,age_45-59,Some post sec,south carolina
female,CA,1,age_60_or_more,Some post sec,california
male,KS,1,age_60_or_more,Post sec +,kansas
male,PA,1,age_60_or_more,Some post sec,pennsylvania
male,ID,1,age_30-44,Post sec +,idaho
female,NY,1,age_30-44,High school or less,new york
female,WI,1,age_30-44,Post sec +,wisconsin
male,WV,0,age_60_or_more,Post sec +,west virginia
male,AZ,0,age_45-59,Some post sec,arizona
male,TX,0,age_45-59,Some post sec,texas
male,TN,0,age_60_or_more,Post sec +,tennessee
male,MO,0,age_30-44,High school or less,missouri
female,ID,0,age_60_or_more,Some post sec,idaho
female,LA,1,age_45-59,Grad degree,louisiana
male,NY,1,age_45-59,Post sec +,new york
female,NJ,0,age_30-44,Post sec +,new jersey
female,UT,1,age_45-59,High school or less,utah
female,IL,0,age_30-44,Some post sec,illinois
male,MI,1,age_45-59,Post sec +,michigan
male,SD,0,age_60_or_more,Post sec +,south dakota
female,CA,1,age_30-44,Grad degree,california
male,CA,1,age_45-59,Post sec +,california
male,CA,0,age_30-44,Some post sec,california
male,NY,0,age_60_or_more,Post sec +,new york
male,CA,1,age_60_or_more,Post sec +,california
male,MI,0,age_45-59,Post sec +,michigan
male,IL,1,age_60_or_more,Post sec +,illinois
male,GA,0,age_60_or_more,Post sec +,georgia
male,NY,1,age_45-59,High school or less,new york
male,TX,0,age_45-59,Post sec +,texas
female,NV,1,age_45-59,Post sec +,nevada
female,IN,0,age_45-59,Some post sec,indiana
female,OH,0,age_30-44,Post sec +,ohio
male,NY,0,age_45-59,Some post sec,new york
male,WV,1,age_30-44,Some post sec,west virginia
male,CA,1,age_45-59,Post sec +,california
male,IN,0,age_30-44,Post sec +,indiana
male,KS,0,age_60_or_more,Post sec +,kansas
male,MT,0,age_60_or_more,Post sec +,montana
male,MN,0,age_30-44,Some post sec,minnesota
male,DE,0,age_30-44,Post sec +,delaware
female,PA,0,age_45-59,Some post sec,pennsylvania
female,TX,0,age_30-44,Post sec +,texas
female,MI,0,age_30-44,Post sec +,michigan
male,DE,0,age_18-29,High school or less,delaware
male,OH,0,age_60_or_more,Some post sec,ohio
female,NC,0,age_60_or_more,Grad degree,north carolina
female,TX,1,age_18-29,Post sec +,texas
female,OH,0,age_30-44,Post sec +,ohio
female,IL,0,age_30-44,Some post sec,illinois
female,NC,0,age_60_or_more,Grad degree,north carolina
male,FL,0,age_45-59,Some post sec,florida
female,MN,0,age_45-59,Post sec +,minnesota
female,MO,1,age_45-59,High school or less,missouri
male,AL,1,age_45-59,Some post sec,alabama
female,WI,1,age_45-59,Post sec +,wisconsin
female,MO,1,age_45-59,High school or less,missouri
female,MI,0,age_18-29,High school or less,michigan
female,MA,1,age_30-44,Grad degree,massachusetts
female,OH,1,age_45-59,Some post sec,ohio
female,IN,0,age_60_or_more,Grad degree,indiana
male,CA,0,age_18-29,Some post sec,california
male,FL,0,age_30-44,Post sec +,florida
male,TN,0,age_45-59,Some post sec,tennessee
female,MI,1,age_30-44,Some post sec,michigan
female,MA,0,age_30-44,Post sec +,massachusetts
male,WA,0,age_60_or_more,Some post sec,washington
male,MI,1,age_60_or_more,Some post sec,michigan
male,SD,1,age_30-44,Post sec +,south dakota
male,FL,0,age_30-44,Post sec +,florida
male,FL,1,age_30-44,Post sec +,florida
male,NY,0,age_30-44,Grad degree,new york
female,DC,1,age_18-29,High school or less,district of columbia
male,AR,0,age_45-59,High school or less,arkansas
male,WI,0,age_30-44,High school or less,wisconsin
male,TX,0,age_30-44,Post sec +,texas
male,NC,1,age_30-44,Post sec +,north carolina
female,TN,1,age_18-29,Post sec +,tennessee
male,NY,0,age_45-59,Some post sec,new york
female,NC,0,age_18-29,Some post sec,north carolina
female,IA,1,age_45-59,Post sec +,iowa
male,IL,0,age_60_or_more,Post sec +,illinois
male,IL,1,age_30-44,Post sec +,illinois
female,CA,1,age_30-44,Some post sec,california
female,FL,1,age_60_or_more,Some post sec,florida
male,FL,1,age_18-29,High school or less,florida
female,IL,0,age_30-44,High school or less,illinois
female,NY,0,age_18-29,Grad degree,new york
male,AZ,0,age_60_or_more,Post sec +,arizona
male,FL,1,age_45-59,Some post sec,florida
female,TX,1,age_45-59,High school or less,texas
female,KY,1,age_18-29,High school or less,kentucky
female,MO,0,age_45-59,High school or less,missouri
male,MO,0,age_30-44,Post sec +,missouri
male,NC,1,age_30-44,Post sec +,north carolina
female,MO,0,age_45-59,High school or less,missouri
female,AZ,0,age_60_or_more,Some post sec,arizona
male,CA,1,age_60_or_more,Post sec +,california
female,FL,1,age_30-44,High school or less,florida
female,OR,1,age_45-59,Post sec +,oregon
female,MD,0,age_45-59,Post sec +,maryland
female,TX,0,age_45-59,Some post sec,texas
female,IL,0,age_45-59,Post sec +,illinois
female,TX,1,age_45-59,Post sec +,texas
male,NY,0,age_30-44,Grad degree,new york
female,FL,1,age_18-29,High school or less,florida
male,NY,1,age_30-44,Grad degree,new york
female,NY,1,age_18-29,Some post sec,new york
male,VA,0,age_30-44,High school or less,virginia
male,TX,0,age_45-59,Post sec +,texas
female,MS,1,age_18-29,Some post sec,mississippi
male,IL,0,age_30-44,Grad degree,illinois
female,TX,0,age_18-29,High school or less,texas
male,KY,0,age_18-29,High school or less,kentucky
female,WA,0,age_18-29,Post sec +,washington
male,WI,1,age_45-59,High school or less,wisconsin
male,FL,0,age_18-29,Some post sec,florida
female,OH,1,age_60_or_more,Post sec +,ohio
male,CA,0,age_45-59,High school or less,california
male,NM,0,age_45-59,Post sec +,new mexico
female,PA,0,age_30-44,Post sec +,pennsylvania
female,CA,0,age_18-29,Some post sec,california
male,TX,0,age_30-44,Grad degree,texas
female,WA,1,age_30-44,Post sec +,washington
male,NY,1,age_45-59,Some post sec,new york
male,DC,1,age_30-44,Grad degree,district of columbia
female,FL,1,age_18-29,High school or less,florida
female,PA,0,age_45-59,Some post sec,pennsylvania
female,WA,0,age_18-29,High school or less,washington
female,CA,1,age_30-44,Post sec +,california
female,CA,0,age_30-44,High school or less,california
female,CA,1,age_30-44,Grad degree,california
female,MI,1,age_18-29,High school or less,michigan
female,NY,1,age_45-59,Some post sec,new york
male,OH,0,age_18-29,Post sec +,ohio
male,CA,0,age_30-44,Grad degree,california
female,IL,0,age_45-59,Some post sec,illinois
female,AR,1,age_18-29,High school or less,arkansas
female,MD,1,age_45-59,Post sec +,maryland
male,WA,1,age_18-29,Post sec +,washington
female,MI,1,age_18-29,Post sec +,michigan
male,MI,0,age_30-44,High school or less,michigan
male,AZ,0,age_30-44,Grad degree,arizona
female,CA,1,age_45-59,Grad degree,california
female,IL,1,age_60_or_more,Some post sec,illinois
male,CA,0,age_60_or_more,Post sec +,california
female,MD,0,age_60_or_more,High school or less,maryland
female,AL,0,age_60_or_more,Grad degree,alabama
male,OR,1,age_45-59,Post sec +,oregon
male,LA,0,age_45-59,High school or less,louisiana
male,NY,0,age_30-44,Grad degree,new york
male,FL,0,age_30-44,Post sec +,florida
male,AK,0,age_60_or_more,Some post sec,alaska
female,SC,0,age_45-59,Post sec +,south carolina
male,OH,0,age_30-44,Post sec +,ohio
male,PA,0,age_30-44,Post sec +,pennsylvania
male,TX,0,age_45-59,Some post sec,texas
male,NY,0,age_30-44,Post sec +,new york
male,DC,1,age_18-29,High school or less,district of columbia
male,WI,0,age_30-44,Post sec +,wisconsin
male,IL,0,age_18-29,Post sec +,illinois
male,VA,0,age_30-44,Grad degree,virginia
female,PA,0,age_30-44,Post sec +,pennsylvania
male,KS,0,age_60_or_more,Post sec +,kansas
female,MA,1,age_45-59,Post sec +,massachusetts
male,AL,1,age_30-44,Post sec +,alabama
male,MI,0,age_60_or_more,High school or less,michigan
female,KY,1,age_18-29,Grad degree,kentucky
male,VA,1,age_60_or_more,Grad degree,virginia
male,NY,1,age_30-44,Post sec +,new york
female,NJ,1,age_45-59,Post sec +,new jersey
female,PA,1,age_30-44,Post sec +,pennsylvania
male,TN,1,age_30-44,Some post sec,tennessee
male,TX,0,age_30-44,Grad degree,texas
female,IN,1,age_30-44,Post sec +,indiana
female,NJ,1,age_60_or_more,Some post sec,new jersey
female,FL,0,age_60_or_more,Grad degree,florida
male,AL,0,age_45-59,High school or less,alabama
female,TX,1,age_30-44,High school or less,texas
female,GA,0,age_60_or_more,High school or less,georgia
female,TN,0,age_60_or_more,Some post sec,tennessee
female,TX,1,age_18-29,Some post sec,texas
female,AL,0,age_45-59,High school or less,alabama
female,CO,1,age_18-29,Post sec +,colorado
female,PA,0,age_60_or_more,Some post sec,pennsylvania
female,CA,0,age_60_or_more,Post sec +,california
male,VA,0,age_45-59,Post sec +,virginia
female,GA,1,age_45-59,High school or less,georgia
male,SD,0,age_45-59,Some post sec,south dakota
female,IN,0,age_60_or_more,High school or less,indiana
female,CO,0,age_60_or_more,Some post sec,colorado
female,DE,1,age_45-59,Post sec +,delaware
female,IL,1,age_60_or_more,Some post sec,illinois
male,FL,0,age_30-44,Grad degree,florida
female,CA,1,age_18-29,High school or less,california
female,KY,0,age_60_or_more,High school or less,kentucky
female,TX,0,age_45-59,Some post sec,texas
female,NJ,1,age_45-59,Post sec +,new jersey
male,CT,0,age_60_or_more,Some post sec,connecticut
male,FL,1,age_45-59,Grad degree,florida
female,VA,1,age_30-44,Grad degree,virginia
male,NY,0,age_30-44,Grad degree,new york
male,DE,0,age_45-59,Some post sec,delaware
female,MN,1,age_60_or_more,High school or less,minnesota
male,NV,0,age_60_or_more,Some post sec,nevada
female,NY,0,age_30-44,Post sec +,new york
male,NJ,1,age_30-44,Post sec +,new jersey
male,OH,0,age_60_or_more,Post sec +,ohio
male,FL,0,age_60_or_more,Some post sec,florida
female,PA,0,age_60_or_more,High school or less,pennsylvania
female,MI,0,age_60_or_more,Post sec +,michigan
female,OH,1,age_45-59,Grad degree,ohio
male,FL,0,age_60_or_more,Some post sec,florida
male,IL,0,age_45-59,High school or less,illinois
male,OH,1,age_30-44,Some post sec,ohio
male,MA,1,age_45-59,High school or less,massachusetts
male,NJ,0,age_30-44,Grad degree,new jersey
male,MO,0,age_18-29,Post sec +,missouri
male,NY,1,age_30-44,Some post sec,new york
male,TX,0,age_60_or_more,Post sec +,texas
female,CO,0,age_30-44,High school or less,colorado
male,CO,1,age_45-59,Some post sec,colorado
female,AR,1,age_60_or_more,Some post sec,arkansas
male,KS,0,age_30-44,High school or less,kansas
male,CT,1,age_30-44,Post sec +,connecticut
male,WV,1,age_30-44,Some post sec,west virginia
male,IN,1,age_60_or_more,Post sec +,indiana
male,MA,1,age_60_or_more,Post sec +,massachusetts
male,MO,0,age_60_or_more,Some post sec,missouri
male,NJ,0,age_30-44,Some post sec,new jersey
male,PA,0,age_60_or_more,Post sec +,pennsylvania
female,NV,0,age_45-59,Post sec +,nevada
male,FL,1,age_45-59,Some post sec,florida
male,NY,0,age_30-44,Post sec +,new york
male,NY,1,age_30-44,Post sec +,new york
male,TX,1,age_30-44,Post sec +,texas
male,WA,0,age_45-59,High school or less,washington
male,IL,1,age_45-59,Some post sec,illinois
male,IN,0,age_45-59,Some post sec,indiana
male,NJ,1,age_60_or_more,Post sec +,new jersey
female,NJ,1,age_60_or_more,Post sec +,new jersey
female,OK,0,age_30-44,Post sec +,oklahoma
male,MO,1,age_18-29,Some post sec,missouri
male,TX,0,age_45-59,Some post sec,texas
male,VA,1,age_18-29,Post sec +,virginia
female,AL,0,age_18-29,High school or less,alabama
female,NY,1,age_60_or_more,Grad degree,new york
female,TX,0,age_60_or_more,Some post sec,texas
female,TN,0,age_60_or_more,High school or less,tennessee
female,TX,1,age_18-29,High school or less,texas
female,MD,1,age_30-44,Grad degree,maryland
female,CA,1,age_60_or_more,Post sec +,california
female,WV,0,age_60_or_more,High school or less,west virginia
female,MS,0,age_30-44,Post sec +,mississippi
female,NY,0,age_60_or_more,Some post sec,new york
female,MI,1,age_30-44,Grad degree,michigan
female,MD,1,age_18-29,Some post sec,maryland
